ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
holiday_0001,mctondano,"sipuyunku, sèurangku sèa aki brisbèn",#	si=	puyun	=ku	sè=	urang	=ku	sèa	waki	Brisbane,#	AN.PL=	grandchild	=1SG.GEN	AN.PL=	child	=1.SG.GEN	3PL	PREP3	PN,"My grandchild, my children they are in Brisbane.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,10640,15350,##	nc	nc	nc	=ln	np.h:dt_s	=rn_pro.1:poss	pro.h:s	adp	np:pred_l,,holiday
holiday_0002,mctondano,sipuyungku esa siwaki sidni,#	si=	puyun	=ku	esa	si=	waki	Sydney,#	AN.SG=	child	=1SG.GEN	one	3SG.NOM=	PREP3	PN,My first grandchild she is in Sydney.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,15570,18660,##	=ln	np.h:dt_s	=rn_pro.1:poss	rn	=pro.h:s	adp	np:pred_l,,holiday
holiday_0003,mctondano,jadi,#	jadi,#	thus,"so,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,19010,20660,##	other,,holiday
holiday_0004,mctondano,torang itu mateku tiga bulan manamèè,torang	itu	ma-tèku	tiga	bulan	mana	=mèè,1PL	DEM2	AV.DYN-stay	three	month	there	=DIR.MED,we stay there for three months.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,21230,24790,pro.1:s	rn	v:pred	ln	np:other	other	=other,,holiday
holiday_0005,mctondano,minemasimasiarla,#	ZERO	m<in>a-masiar-masiar	=la,#	ZERO	AV.DYN-PST-RDP-travel	=DIR.PROX,(We) travelled around there.,en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,24930,26900,##	0.1:s	v:pred	=rv,,holiday
holiday_0006,mctondano,empaana'anèa,#	N=	pa-ana'-an	=nèa,#	INAN=	DYN-stay-LV	=3PL.GEN,Their house (lit. 'place of staying) (is),en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,26970,28210,##	=ln	np:s	=rn_pro.h:poss,,holiday
holiday_0007,mctondano,ee engkampung,ee	N=	kampung,HES	INAN=	quarter,the suburb,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,28240,30540,nc	=ln	np:pred,,holiday
holiday_0008,mctondano,dèisi hil,Daisy	Hill,PN	PN,Daisy Hill.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,30570,31840,rn_np	rn_np,,holiday
holiday_0009,mctondano,mèmang waki kota,#	ZERO	mèmang	waki	kota,#	ZERO	truly	PREP3	city,(It's) really in the city,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,32360,34210,##	0:s	other	other:pred	np:l,,holiday
holiday_0010,mctondano,brisben,Brisbane,PN,(of) Brisbane.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,34360,35870,rn_np,,holiday
holiday_0011,mctondano,o kèisa hari duminggu kèimaya si muntep,#	wo	kèy=	sa	hari	duminggu	kèy=	waya	si	<um>untep,#	and	HES	if	day	Sunday	1PL.EX.NOM=	all	HES	<AV>enter.church,"And we, if it's sunday we will all go to church",en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,36170,39560,##	other	nc	other	np:other	rn_np	=pro.1:s	rn	nc	v:pred,,holiday
holiday_0012,mctondano,"waki tomboren, odo matè ndou'mèè",waki	Tamborine	adu	<um>patè	N=	row'	=mèè,PREP3	PN	PART	PART	INAN=	far	=DIR.MED,"at Tamborine, oh dear me, far away (from Brisbane city),",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,39900,42460,adp	np:l	nc	nc	=other	other	=other,,holiday
holiday_0013,mctondano,tumawimoumèè laut sabla,t<um>awii	=mow	=mèè	laut	sabla,<AV>close	=CMP	=DIR.DIST	sea	next.to,next to the sea.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,42920,45310,other	=other	=other	np:l	rn,,holiday
holiday_0014,mctondano,sala sala mèmang musti mèa muntep,#	salah	salah	mèmang	ZERO	musti	<um>èa	<um>untep,#	RDP	mistake	truly	ZERO	AUX.must	<AV>go	<AV>enter.church,Maybe (we) really would have to go to church.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,45670,48310,##	ln_np	np:other	other	0.1:s	aux	lv	v:pred,,holiday
holiday_0015,mctondano,jam sebalas marèngi,#	jam	sebelas	ZERO	<um>warèng	=mi,#	hour	eleven	ZERO	<AV>return.home	=DIR.DIST,At eleven o'clock (we) would return home.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,48990,50940,##	np:other	rn	0.1:s	v:pred	=rv,,holiday
holiday_0016,mctondano,o kèymèa kasi waki,#	wo	kèy=	<um>èa	kasi	waki,#	and	1PL.EX.NOM=	<AV>go	more	PREP3,And we would go again to,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,51230,53500,##	other	=pro.1:s	v:pred	rv	adp,,holiday
holiday_0017,mctondano,e dabel yu,e	double	yu,HES	Double	U,Big W (department store).,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,53500,54860,nc	np:l	rn,,holiday
holiday_0018,mctondano,"èimèa aki dabel yu, mèa tumelesla labung",#	kèy=	<um>èa	waki	double	yu	#	ZERO	<um>èa	t<um>eles	=la	labung,#	1PL.EX.NOM=	<AV>go	PREP3	Double	U	#	ZERO	<AV>go	<AV>buy	=DIR.PROX	clothes,We would go to Big W. (we) would go to buy clothes (and),en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,55470,59080,##	=pro.1:s	v:pred	adp	np:l	rn	##	0.1:a_a	lv	v:pred	=rv	ln_np,,holiday
holiday_0019,mctondano,pa'ayangen nèoki,pa'ayang-en	nè=	oki',work-PV	AN.PL.GEN=	small,children's toys.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,59210,61100,np:p_a	=rn	rn_np.h:poss,,holiday
holiday_0020,mctondano,kèymèa aki,#	kèy=	<um>èa	waki,#	1PL.EX.NOM=	<AV>go	PREP3,"We would go to,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,61690,63180,##	=pro.1:s	v:pred	adp,,holiday
holiday_0021,mctondano,haperdom,Hyperdome,Hyperdome,Hyperdome.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,63940,65400,np:l,,holiday
holiday_0022,mctondano,haperdom itu wiya enanu ya,#	Hyperdome	itu	waya	N=	anu	ya,#	Hyperdome	DEM2	all	INAN=	NON.SPEC	AFF,"That Hyperdome (is) everything, yes (it sells many different types of items).",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,66350,68540,##	np:s	rn	other	nc	nc	nc,,holiday
holiday_0023,mctondano,spesial pewangkeran rupa rupa,spesial	pa-wangkèr-an	rupa	rupa,special	DYN-sell-LV	RDP	type,all types of special sales,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,69860,72590,ln	np:pred	rn	rn,,holiday
holiday_0024,mctondano,taan tou mol kua nitu,#	ta'an	tow	mol	ku'a	ni'tu,#	however	like	mall	PART	DEM2,But that (it) is like a mall then.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,73110,75390,##	other	other	np:pred	nc	pro:s,,holiday
holiday_0025,mctondano,makatelesi mbengimou,#	ZERO	maka-teles	=mi	ZERO	N=	bengi	=mow,#	ZERO	AV.COMP-buy	=DIR.DIST	ZERO	INAN=	night	=CMP,After (we) buy (things) it's already night time.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,76150,77680,##	0.1:a_a	v:pred	=rv	0:p_a	=ln	np:other	=other,,holiday
holiday_0026,mctondano,marèngoumi kasi aki walè,#	ZERO	<um>warèng	=mow	=mi	kasi	waki	walè,#	ZERO	<AV>return.home	=CMP	=DIR.DIST	more	PREP3	house,(Then we) would return home again to the house.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,77740,79530,##	0.1:s	v:pred	=rv	=rv	rv	adp	np:l,,holiday
holiday_0027,mctondano,siurangku waki brisbèn,#	si=	urang	=ku	waki	Brisbane,#	AN.SG=	child	=1SG.GEN	PREP3	PN,My child is in Brisbane.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,79592,81608,##	=ln	np.h:s	=rn_pro.1:poss	adp	np:pred_l,,holiday
holiday_0028,mctondano,simepa'ayang mana,#	si=	ma-pa'ayang	mana,#	1SG.NOM=	AV.DYN-work	there,She works there.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,82150,84250,##	=pro.h:s	v:pred	other,,holiday
holiday_0029,mctondano,èmepa'ayang waya,#	sè=	ma-pa'ayang	waya,#	3PL.NOM=	AV.DYN-work	all,They (she and her husband) do all sorts of work.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,84340,86000,##	=pro.h:s	v:pred	other,,holiday
holiday_0030,mctondano,"situama mapa'ayang kantor, siurangku wewènè",#	si=	tuama	ma-pa'ayang	kantor	#	si=	urang	=ku	wewènè,#	AN.SG=	man	AV.DYN-work	office	#	AN.SG=	child	=1SG.GEN	woman,The husband works (in) an office. My girl child,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,86040,89630,##	=ln	np.h:s	v:pred	np:l	##	=ln	np.h:s	=rn_pro.1:poss	rn_np.h,,holiday
holiday_0031,mctondano,ma,ma-,AV.DYN,does,en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,89880,91520,nc,,holiday
holiday_0032,mctondano,"tèrapi, tèrapi spor dèngan akupungtur",therapy	therapy	sport	dèngan	acupuncture,HES	therapy	sport	with	acupuncture,"therapy, sports therapy with acupuncture.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,91840,95010,nc	v:pred	rv_np	adp	np:obl,,holiday
holiday_0033,mctondano,sia siwaki,#	sia	si=	waki,#	3SG	3SG.NOM=	PREP3,"She, she is in,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,96140,98010,##	pro.h:dt_s	=pro.h:s	adp,,holiday
holiday_0034,mctondano,ee brisbèn,ee	Brisbane,HES	PN,"erh, Brisbane.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,98440,100240,nc	np:pred_l,,holiday
holiday_0035,mctondano,ndou'mèè embalè mpa,#	N=	row'	=mèè	N=	walè	N=	pa,#	INAN=	far	=DIR.MED	INAN=	house	INAN=	HES,"Far away the house,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,101040,103350,##	=ln	other	=other	=ln	np:p_u	nc	nc,,holiday
holiday_0036,mctondano,pa'anaana matè,pa-ana'-ana'-an	ZERO	<um>patè,DYN-RDP-stay-LV	ZERO	PART,"she is living, oh dear me.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,103561,105101,v:pred	0.h:a_u	nc,,holiday
holiday_0037,mctondano,tou wia ntoundano ka'ayomèè mpinèlèng,#	tow	wia	N=	tondano	ka-ayo	=mèè	N=	pinèlèng,#	like	PREP1	INAN=	PN	until	=DIR.MED	INAN=	PN,(It's) like from Tondano until Pinèlèng.,en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,105710,108830,#nc	nc	nc	nc	nc	nc	nc	nc	nc,,holiday
holiday_0038,mctondano,hari hari sumèrèt oto,#	hari	hari	ZERO	s<um>èrèt	oto,#	RDP	day	ZERO	<AV>ride	car,Every day (they) would drive a car.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,109371,111091,##	ln_np	np:other	0.h:a_a	v:pred	np:p_a,,holiday
holiday_0039,mctondano,"ya, mbayanèa sèwèan waya oto",#	ya	N=	waya	=nèa	sè=	wewèan	waya	oto,#	AFF	INAN=	all	=3PL.GEN	3PL=	EXIST	all	car,"All of them, they have cars.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,111440,114310,##	nc	=ln	other	=rn_pro.h:poss	=pro.h:dt	other:predex	rn	np:s,,holiday
holiday_0040,mctondano,papakènèa kaa tu,#	ZERO	pa-pakè-en	=nèa	#	ka'a	tu,#	ZERO	DYN-use-PV	=3PL.GEN	#	because	then,They use (cars). Because then,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,115370,116810,##	0.h:p_u	v:pred	=pro.h:a_u	#ac	other	other,,holiday
holiday_0041,mctondano,pigi datang pigi datang,ZERO	pigi	datang	#	ZERO	pigi	datang,ZERO	go	come	#	ZERO	go	come,"(they) come and go (they) come and go (unmarked Manado Malay verbal roots),",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,116810,118560,0.h:s	lv	v:pred	##	0.h:s	lv	v:pred,,holiday
holiday_0042,mctondano,ka'ayomèè witu,i-ka-ayo	=mèè	witu,CV-POT-arrive	=DIR.MED	PREP2,until (they) are there.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,118900,120770,other	=other	other,,holiday
holiday_0043,mctondano,"okèi, lila'mula sèa èi kèi",#	okèy	i-lila'	=mu	=la	sèa	#	kèy=,#	PART	CV-tongue	=2SG.GEN	=DIR.PROX	3PL	#	1PL.EX.NOM=,"Okay, you would say to him/her ""we",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,121460,124280,##	nc	v:pred	=pro.2:a_u_ds	=rv	pro.h:p_u	#ds	=pro.1:s,,holiday
holiday_0044,mctondano,laamou,ma-laa	=mow,AV.DYN-go	=CMP,go,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,124469,125617,v:pred	=rv,,holiday
holiday_0045,mctondano,lima bulan wia kèi,lima	bulan	wia	#,five	month	here	#,here for five months. You,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,125700,127700,ln	np:other	other	##,,holiday
holiday_0046,mctondano,"kèitaangeniumou wia, sudah kèimarèngou",kèy=	taang-en	=miu	=mow	wia	sudah	#	kèy=	<um>warèng	=mow,1PL.EX.NOM=	intercept-PV	=2PL.GEN	=CMP	here	already	#	1PL.EX.NOM=	<AV>return.home	=CMP,would stop us here (for five months). We will return home.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,127700,130590,=pro.1:p_u	v:pred	=pro.1:a_u	=rv	other	other	##	=pro.1:s	v:pred	=rv,,holiday
holiday_0047,mctondano,mèmang mpaspormèi minèitè ka'ayo itu mbulan,#	mèmang	N=	paspor	=mèy	<im>èy	=itè	i-ka'ayo	itu	N=	bulan,#	truly	INAN=	passport	=1PL.EX.GEN	<AV.PST>come	=LIM	CV-POT-arrive	DEM2	INAN=	month,"Really our passports only came (were valid) until that month of,",en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,130630,133990,##	other	=ln	np:s	=rn_pro.1:poss	v:pred	=rv	adp	ln	=ln	np:obl,,holiday
holiday_0048,mctondano,ee yuni,ee	Juni,HES	PN,"erh, June.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,134430,135660,nc	rn_np,,holiday
holiday_0049,mctondano,"ala niniampitena, ndèi awesenèla",#	ZERO	i-lila'	=la	ni	ni=	apmit	=na	#	N=	rèy'	N=	awes-en	ZERO	=la,#	ZERO	CV-tongue	=DIR.PROX	HES	AN.SG.GEN=	spouse	=3SG.GEN	#	INAN=	don't	3SG.NOM=	add-PV	ZERO	=DIR.PROX,"Her husband said (to us) ""(you) don't extend (your passport)"".",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,136050,139050,##	0.h:p_u	v:pred	=rv	nc	=ln	np.h:a_u_ds	=rn_pro.h:poss	#ds	=other	neg	=pro:p_u	v:pred	0.h:a_u	=rv,,holiday
holiday_0050,mctondano,"konèng kumekaaniawesi aki kantor, jadi niawesanèla dua bulan, kèyminarèngoukeni bulun yuni",#	konèng	ku=	m<in>aka-awes	=mi	ZERO	waki	kantor	#	jadi	<in>awes-en	ZERO	=la	dua	bulan	#	kèy=	<im>warèng	=mow	=keni	bulan	Juni,#	directly	1SG.NOM=	AV.COMP.PST-add	=DIR.DIST	ZERO	PREP3	office	#	thus	<PST>add-PV	ZERO	=DIR.PROX	two	month	#	1PL.EX.NOM=	<AV.PST>return.home	=CMP	PART	month	PN,"Straight away I had extended (my passport) at the immigration office, so (I) added another two months, so then we returned home in the month of June.",en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,139630,146360,##	other	=pro.1:a_a	v:pred	=rv	0:p_a	adp	np:l	##	other	v:pred	0.1:a_u	=rv	ln	np:p_u	##	=pro.1:s	v:pred	=rv	=rv	np:other	rn_np,,holiday
holiday_0051,mctondano,abis bulan,abis	bulan,finsh	month,at the end of the month,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,146550,147690,other	np:other,,holiday
holiday_0052,mctondano,sampè di rèi,sampai	di	rèy',until	of	not,"up until, of not",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,148330,149290,nc	nc	nc,,holiday
holiday_0053,mctondano,nèi'mou ka'ayo wia ntondano,#	ZERO	nèy	=mow	i-ka-'ayo	ZERO	wia	N=	Tondano,#	ZERO	CV.PST	=CMP	CV-POT-arrive	ZERO	PREP1	INAN=	PN,(We) had been bought back to Tondano.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,149450,152610,##	0.1:p_u	lv	=lv	v:pred	0.h:a_u	adp	=ln	np:l,,holiday
holiday_0054,mctondano,ya tuang,ya	tuang,AFF	PART,"Yes, oh God",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,158190,159370,nc	nc,,holiday
holiday_0055,mctondano,mèmang manamèè sedap,#	ZERO	mèmang	mana	=mèè	sedap,#	ZERO	truly	there	=DIR.MED	tasty,(Brisbane is) truly pleasent there.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,159540,161540,##	0:s	other	other	=other	other:pred,,holiday
holiday_0056,mctondano,ta'an,#	ta'an,#	however,"But,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,161600,162190,##	other,,holiday
holiday_0057,mctondano,èla,wèlow,PART,"oh wow,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,162560,163360,nc,,holiday
holiday_0058,mctondano,"pèila'an rèimou pakè dolar, ndèikan tou wia entondano",ZERO	pa-lila'-an	ZERO	#	rèy'	=mow	i-pakè	ZERO	dollar	#	N=	rèy'	=kan	tow	wia	N=	Tondano,ZERO	DYN-tongue-LV	ZERO	#	not	=CMP	CV-use	ZERO	dollar	#	INAN=	not	=also	like	PREP1	INAN=	PN,"(they) say (to us) ""(they) no longer use (American) dollars"", also not like in Tondano.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,164840,168930,0.h:p_u	v:pred	0.h:a_u	#ds	neg	=other	v:pred	0.h:a_u	np:p_u	#nc	nc	nc	nc	nc	nc	nc	nc,,holiday
holiday_0059,mctondano,"megenagenangitèmi kinatouan, ha ha ha",#	ZERO	meN-ghenang-ghenang	=itè	=mi	k<in>a-tow-an	ha ha ha,#	ZERO	EV.STAT-RDP-think	=LIM	=DIR.DIST	STAT.PST-person-LV	ha.ha.ha,"(They) are remembering their birthplace (when far away from it),",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,169420,173010,##	0.h:a_a	v:pred	=rv	=rv	np:p_a	nc,,holiday
holiday_0060,mctondano,"waki tana nètou, mèmang sènang ta'an magènangi bia entondano è kala",waki	tana'	nè=	tow	mèmang	sènang	#	ta'an	ZERO	ma-ghenang	=mi	ZERO	wia	Tondano	o	kela,PREP3	land	AN.PL.GEN=	person	truly	happy	#	however	ZERO	EV.STAT-think	=DIR.DIST	ZERO	PREP1	PN	PART	PART,"in the land of the (original) people, truly happy. But (they) think about (they birthplace) in Tondano, oh dear me.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,173150,178950,adp	np:l	=rn	rn_np.h:poss	other	other	##	other	0.h:a_a	v:pred	=rv	0:p_a	adp	np:l	nc	nc,,holiday
holiday_0061,mctondano,marèngou,#	ZERO	<um>warèng	=mow,#	ZERO	<AV>return.home	=CMP,(They) would return home.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,179100,180510,##	0.h:s	v:pred	=rv,,holiday
holiday_0062,mctondano,sa urèurè wia,#	sa	ZERO	urè-urè	wia,#	if	ZERO	RDP-long	here,If (they) are here for a long time.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,181320,182910,##	other	0.h:s	other:pred	other,,holiday
holiday_0063,mctondano,payah kua,#	ZERO	payah	ku'a,#	ZERO	tired	PART,(They) are tired then,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,183450,184890,##	0.h:s	other:pred	nc,,holiday
holiday_0064,mctondano,megenagenangtèmi mbalè aki tondano jadi,#	ZERO	ma-ghenang-ghenang	=itè	=mi	N=	walè	waki	Tondano	#	jadi,#	ZERO	EV.STAT-RDP-think	=LIM	=DIR.DIST	INAN=	house	PREP3	PN	#	thus,(They) are just thinking (about) the house in Tondano. So,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,185230,189530,##	0.h:a_a	v:pred	=rv	=rv	=ln	np:p_a	adp	np:l	##	other,,holiday
holiday_0065,mctondano,pas nèi awese niginè dua bulan,pas	nèy	awes	ni=	Ginè	dua	bulan,exactly	CV.PST	add	AN.SG.GEN=	NC	two	month,the [UNCLEAR] added two months (to my passport).,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,189660,192890,other	lv	v:pred	=ln	np:a_u	ln	np:p_u,,holiday
holiday_0066,mctondano,kunèi ka'ayola enem bulan waki australi,#	ku=	nèy	ka-ayo	=la	enem	bulan	waki	Australia,#	1SG.NOM=	CV.PST	POT-arrive	=DIR.PROX	six	month	PREP3	PN,I then arrived (spent time) for six months in Australia.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,192940,195690,##	=pro.h:s	lv	v:pred	=rv	ln	np:other	adp	np:l,,holiday
holiday_0067,mctondano,o matè,o	<um>patè,PART	PART,"oh dear me,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,195820,196720,nc	nc,,holiday
holiday_0068,mctondano,masimasiarla noto,#	ZERO	ma-masiar-masiar	=la	N=	oto,#	ZERO	AV.DYN-RDP-travel	=DIR.PROX	INAN=	car,(We) are travelling around (with) the car.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,196970,198870,##	0.1:s	v:pred	=rv	=ln	np:obl,,holiday
holiday_0069,mctondano,pigi datang o embaya entokotoko kèymèa waki gol gos,#	ZERO	pigi	datang	wo	N=	waya	N=	toko	toko	#	kèy=	<um>èa	waki	Gold	Coast,#	ZERO	go	come	and	INAN=	all	INAN=	RDP	shop	#	1PL.EX.NOM=	<AV>go	PREP3	PN	PN,"(We) come and go with all the shops. We would go to the Gold Coast,",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,198990,202930,##	0.1:s	lv	v:pred	ln	=ln	ln	=ln	ln_np	np:obl	##	=pro.1:s	v:pred	adp	ln_np	np:l,,holiday
holiday_0070,mctondano,"ka'ayo aki gol gos, ya",i-ka-ayo	waki	Gold	Coast	ya,CV.POT-arrive	PREP3	PN	PN	AFF,until at the Gold Coast yes.,en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,203120,205270,other	adp	ln	np:l	nc,,holiday
holiday_0071,mctondano,pemaksamaksanèa ma'ayangoukè,#	ZERO	pa-maksa-maksa-an	=nèa	#	ZERO	<um>pa'ayang	=mow	=kè,#	ZERO	DYN-RDP-coerce	=3PL.GEN	#	ZERO	<AV>work	=CMP	=EPIS,They forced (us). Apparently we would play,en,WORD_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,205490,208240,##	0.1:p_u	v:pred	=pro.h:a_u	##	0.1:a_a	v:pred	=rv	=rv,,holiday
holiday_0072,mctondano,njakpot odo o matè,N=	jackpot	odo	o	<um>patè,INAN=	jackpot	PART	PART	PART,"the jackpot (gambling machines), oh wow oh dear me.",en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,208340,210850,=ln	np:p_a	nc	nc	nc,,holiday
holiday_0073,mctondano,"mèmang ma'abis eloit sa mèa aki jakpot, ha ha",#	ZERO	mèmang	ma-abis	N=	loit	#	sa	ZERO	<um>èa	waki	jackpot	he he,#	ZERO	truly	AV.DYN-finish	INAN=	money	#	if	ZERO	<AV>go	PREP3	jackpot	he.he,(We) truly finish (our) money if (we) go to the jackpot.,en,MORPHEME_ALIGNED,,holiday_mp3 holiday_wav holiday_eaf holiday_xml holiday_tsv,,211080,214660,##	0.1:a_a	other	v:pred	=ln	np:p_a	#ac	other	0.1:s	v:pred	adp	np:l	nc,,holiday
